"name"	"country.etc"	"pop"	"lat"	"long"	"capital"
"Prince Rupert BC"	"BC"	14719	54.32	-130.31	0
"Princeton BC"	"BC"	2708	49.45	-120.5	0
"Princeville QC"	"QC"	4056	46.17	-71.88	0
"Provost AB"	"AB"	2106	52.35	-110.27	0
"Quebec QC"	"QC"	647916	46.82	-71.23	2
"Quesnel BC"	"BC"	13798	52.98	-122.48	0
"Rawdon QC"	"QC"	4996	46.03	-73.7	0
"Raymond AB"	"AB"	3404	49.47	-112.67	0
"Red Deer AB"	"AB"	75099	52.27	-113.83	0
"Redwater ON"	"ON"	2311	46.9	-79.63	0
"Regina SK"	"SK"	175727	50.45	-104.61	2
"Renfrew ON"	"ON"	7993	45.48	-76.7	0
"Revelstoke BC"	"BC"	7539	51	-118.18	0
"Richibukto NB"	"NB"	1288	46.68	-64.87	0
"Richmond ON"	"ON"	3516	45.18	-75.83	0
"Richmond QC"	"QC"	3498	45.67	-72.15	0
"Ridgetown ON"	"ON"	3592	42.43	-81.88	0
"Rigaud QC"	"QC"	2534	45.47	-74.3	0
"Rimbey AB"	"AB"	2253	52.63	-114.22	0
"Rimouski QC"	"QC"	39165	48.44	-68.54	0
"Ritchot MB"	"MB"	1071	49.61	-97.12	0
"Rivers MB"	"MB"	1176	50.03	-100.22	0
"Riviere-au-Renard QC"	"QC"	2575	48.98	-64.38	0
"Riviere-du-Loup QC"	"QC"	15265	47.84	-69.54	0
"Roberval QC"	"QC"	9320	48.52	-72.24	0
"Roblin MB"	"MB"	1921	51.23	-101.35	0
"Rockland ON"	"ON"	9137	45.53	-75.28	0
"Rockwood ON"	"ON"	2983	43.62	-80.13	0
"Rocky Mountain House AB"	"AB"	6604	52.37	-114.92	0
"Rodney ON"	"ON"	1179	42.57	-81.68	0
"Rogersville ON"	"ON"	1198	46.72	-79.45	0
"Rosetown SK"	"SK"	2271	51.55	-107.98	0
"Rossland BC"	"BC"	3622	49.08	-117.82	0
"Rosthem SK"	"SK"	1382	52.65	-106.33	0
"Rougemont QC"	"QC"	1187	45.43	-73.05	0
"Rouyn-Noranda QC"	"QC"	24109	48.24	-79.03	0
"Sackville NB"	"NB"	2868	45.88	-64.35	0
"Saint Adolphe MB"	"MB"	1198	49.69	-97.12	0
"Saint Andrews NB"	"NB"	1795	45.07	-67.03	0
"Saint Anthony NL"	"NL"	2437	51.38	-55.6	0
"Saint Catharines-Niagara ON"	"ON"	320836	43.18	-79.24	0
"Saint George ON"	"ON"	2685	43.24	-80.25	0
"Saint Jacobs ON"	"ON"	1313	43.56	-80.55	0
"Saint John NB"	"NB"	87150	45.29	-66.06	0
"Saint John's NL"	"NL"	109555	47.58	-52.69	2
"Saint Leonard NB"	"NB"	1339	47.17	-67.92	0
"Saint Marys ON"	"ON"	6732	43.25	-81.13	0
"Saint Paul AB"	"AB"	5384	53.98	-111.28	0
"Saint Quentin NB"	"NB"	2189	47.5	-67.38	0
"Saint Stephen NB"	"NB"	4481	45.2	-67.27	0
"Saint Thomas ON"	"ON"	39398	42.78	-81.19	0
"Saint-Agapit QC"	"QC"	2055	46.57	-71.43	0
"Saint-Alexandre QC"	"QC"	1143	47.68	-69.63	0
"Saint-Alexis-des-Monts QC"	"QC"	2022	46.46	-73.16	0
"Saint-Ambroise QC"	"QC"	2022	48.55	-71.32	0
"Saint-Andre-Avellin QC"	"QC"	1875	45.72	-75.05	0
"Saint-Anselme QC"	"QC"	1868	46.62	-70.97	0
"Saint-Apollinaire QC"	"QC"	2029	46.62	-71.5	0
"Saint-Augustin QC"	"QC"	3975	51.23	-58.65	0
"Saint-Basile-Sud QC"	"QC"	1280	46.75	-71.82	0
"Saint-Bruno QC"	"QC"	2939	47.47	-79.43	0
"Saint-Canut QC"	"QC"	3499	45.72	-74.07	0
"Saint-Cesaire QC"	"QC"	3187	45.4	-73	0
"Saint-Cyrill-de-Wendover QC"	"QC"	1283	45.93	-72.43	0
"Saint-Damase QC"	"QC"	1354	45.53	-73.01	0
"Saint-Damien-de-Buckland QC"	"QC"	1918	46.64	-70.67	0
"Saint-Denis QC"	"QC"	1071	45.78	-73.15	0
"Saint-Donat-de-Montcalm QC"	"QC"	1691	46.32	-74.22	0
"Sainte Anne MB"	"MB"	1590	49.67	-96.67	0
"Sainte Rose du Lac MB"	"MB"	1100	51.05	-99.53	0
"Sainte-Adele QC"	"QC"	5487	45.95	-74.15	0
"Sainte-Agathe-des-Monts QC"	"QC"	5727	46.03	-74.28	0
"Sainte-Anne-de-Madawaska NB"	"NB"	1122	47.25	-68.03	0
"Sainte-Anne-des-Monts QC"	"QC"	5621	49.12	-66.48	0
"Sainte-Anne-des-Plaines QC"	"QC"	10718	45.78	-73.82	0
"Sainte-Claire QC"	"QC"	2575	46.6	-70.85	0
"Sainte-Julienne QC"	"QC"	3222	45.97	-73.72	0
"Sainte-Justine QC"	"QC"	1153	46.41	-70.34	0
"Sainte-Madeleine QC"	"QC"	2205	46.6	-73.1	0
"Sainte-Marie QC"	"QC"	8766	46.43	-71.02	0
"Sainte-Martine QC"	"QC"	2544	45.23	-73.8	0
"Saint-Ephrem-de-Tring QC"	"QC"	1432	46.07	-70.96	0
"Sainte-Sophie QC"	"QC"	1640	45.83	-73.87	0
"Sainte-Thecle QC"	"QC"	1344	46.8	-72.5	0
"Saint-Fabien QC"	"QC"	1161	48.28	-68.87	0
"Saint-Felicien QC"	"QC"	8116	48.65	-72.45	0
"Saint-Felix-de-Valois QC"	"QC"	3176	46.17	-73.42	0
"Saint-Gabriel QC"	"QC"	2911	46.28	-73.37	0
"Saint-Gedeon QC"	"QC"	1866	48.48	-71.78	0
"Saint-Georges QC"	"QC"	21548	46.13	-70.68	0
"Saint-Germain-de-Grantham QC"	"QC"	2152	45.83	-72.57	0
"Saint-Gregoire QC"	"QC"	1241	46.27	-72.52	0
"Saint-Henri-de-Levis QC"	"QC"	1385	46.68	-71.07	0
"Saint-Honore QC"	"QC"	1748	47.72	-69.13	0
"Saint-Hyacinthe QC"	"QC"	51633	45.63	-72.96	0
"Saint-Jacques QC"	"QC"	2996	45.95	-73.58	0
"Saint-Jean-de-Dieu QC"	"QC"	1165	48.02	-69.05	0
"Saint-Jean-Port-Joli QC"	"QC"	1936	47.2	-70.27	0
"Saint-Jean-sur-Richelieu QC"	"QC"	71867	45.31	-73.26	0
"Saint-Jerome QC"	"QC"	55144	45.78	-74	0
"Saint-Josephe-de-Beauce QC"	"QC"	3400	46.3	-70.87	0
"Saint-Josephe-de-Lanoraie QC"	"QC"	1929	45.97	-73.23	0
"Saint-Josephe-de-la-Riviere-Bleue QC"	"QC"	1212	47.43	-69.05	0
"Saint-Jovite QC"	"QC"	4034	46.12	-74.58	0
"Saint-Liboire QC"	"QC"	1410	45.72	-72.7	0
"Saint-Marc-des-Carrieres QC"	"QC"	2367	46.68	-72.03	0
"Saint-Martin QC"	"QC"	2118	45.95	-70.65	0
"Saint-Michel-des-Saints QC"	"QC"	1841	46.67	-73.92	0
"Saint-Pacome QC"	"QC"	1376	47.42	-69.95	0
"Saint-Pascal QC"	"QC"	2474	47.52	-69.82	0
"Saint-Pie QC"	"QC"	3045	45.5	-72.9	0
"Saint-Prosper QC"	"QC"	3106	46.2	-70.48	0
"Saint-Raphael QC"	"QC"	1280	46.78	-70.75	0
"Saint-Raymond QC"	"QC"	3582	46.88	-71.83	0
"Saint-Remi QC"	"QC"	4207	45.25	-73.6	0
"Saint-Roch-de-l'Achigan QC"	"QC"	1041	45.87	-73.61	0
"Saint-Sauveur-des-Monts QC"	"QC"	4886	45.9	-74.17	0
"Saint-Tite QC"	"QC"	2464	46.72	-72.57	0
"Salaberry-de-Valleyfield QC"	"QC"	38799	45.26	-74.14	0
"Salisbury NB"	"NB"	1876	46.03	-65.05	0
"Salmo BC"	"BC"	1126	49.2	-117.28	0
"Salmon Arm BC"	"BC"	10100	50.7	-119.29	0
"Sarnia ON"	"ON"	84053	42.99	-82.4	0
"Saskatoon SK"	"SK"	199523	52.15	-106.66	0
"Sault Sainte Marie ON"	"ON"	63031	46.53	-84.35	0
"Sayabec QC"	"QC"	1708	48.55	-67.68	0
"Schomberg ON"	"ON"	1301	44.03	-79.64	0
"Seaforth ON"	"ON"	2880	43.55	-81.38	0
"Sechelt BC"	"BC"	5982	49.47	-123.77	0
"Selkirk MB"	"MB"	9618	50.14	-96.89	0
"Senneterre QC"	"QC"	3240	48.4	-77.25	0
"Sept-Iles QC"	"QC"	22304	50.22	-66.38	0
"Sexsmith AB"	"AB"	1764	55.35	-118.78	0
"Shaunavon SK"	"SK"	1631	49.65	-108.42	0
"Shawinigan QC"	"QC"	49335	46.56	-72.75	0
"Shawville QC"	"QC"	1614	45.6	-76.48	0
"Shediac NB"	"NB"	4697	46.22	-64.53	0
"Shelburne NS"	"NS"	1921	43.77	-65.32	0
"Shelburne ON"	"ON"	4446	44.07	-80.2	0
"Shellbrook SK"	"SK"	1173	53.22	-106.4	0
"Sherbrooke QC"	"QC"	129907	45.4	-71.9	0
"Shilo MB"	"MB"	1250	49.73	-99.97	0
"Shippagan NB"	"NB"	2758	47.73	-64.7	0
"Sicamous BC"	"BC"	2734	50.83	-119	0
"Simcoe ON"	"ON"	13242	42.84	-80.31	0
"Sioux Lookout ON"	"ON"	3777	50.1	-91.92	0
"Slave Lake AB"	"AB"	7751	55.28	-114.78	0
"Smithers BC"	"BC"	5442	54.77	-127.17	0
"Smiths Falls ON"	"ON"	10693	44.91	-76.02	0
"Smithville ON"	"ON"	3548	43.1	-79.53	0
"Smoky Lake AB"	"AB"	1075	54.11	-112.47	0
"Snow Lake NT"	"NT"	1196	64.18	-114.18	0
"Sooke BC"	"BC"	6150	48.38	-123.73	0
"Sorel QC"	"QC"	33238	46.05	-73.14	0
"Souris MB"	"MB"	1769	49.62	-100.25	0
"Souris PE"	"PE"	1292	46.35	-62.25	0
"South River ON"	"ON"	1208	45.85	-79.37	0
"Southampton ON"	"ON"	3594	44.5	-81.37	0
"Sparwood BC"	"BC"	2266	49.77	-114.87	0
"Spirit River AB"	"AB"	1170	55.78	-118.83	0
"Springdale NL"	"NL"	2719	49.48	-56.1	0
"Springfield MB"	"MB"	2085	49.88	-96.84	0
"Springhill NS"	"NS"	3903	45.63	-64.05	0
"Spruce Grove AB"	"AB"	17976	53.53	-113.92	0
"Squamish BC"	"BC"	12700	49.7	-123.16	0
"Stayner ON"	"ON"	4156	44.42	-80.08	0
"Steinbach MB"	"MB"	9697	49.52	-96.68	0
"Stephenville Crossing NL"	"NL"	1157	48.52	-58.42	0
"Stephenville NL"	"NL"	6141	48.56	-58.57	0
"Stettler AB"	"AB"	5558	52.33	-112.68	0
"Stirling ON"	"ON"	2299	44.3	-77.55	0
"Stonewall MB"	"MB"	4217	50.13	-97.32	0
"Stony Mountain MB"	"MB"	1787	50.07	-97.22	0
"Stony Plain AB"	"AB"	9044	53.53	-114	0
"Stratford ON"	"ON"	30332	43.37	-80.98	0
"Strathmore AB"	"AB"	10714	51.04	-113.4	0
"Strathroy ON"	"ON"	13697	42.95	-81.62	0
"Sturgeon Falls ON"	"ON"	6395	46.37	-79.93	0
"Sudbury ON"	"ON"	111118	46.49	-81.01	0
"Summerland BC"	"BC"	6296	49.61	-119.69	0
"Summerside PE"	"PE"	14837	46.4	-63.8	0
"Sundre AB"	"AB"	2412	51.8	-114.65	0
"Sussex NB"	"NB"	4016	45.72	-65.52	0
"Sutton ON"	"ON"	6765	44.3	-79.37	0
"Swan Hills AB"	"AB"	1922	54.71	-115.43	0
"Swan River MB"	"MB"	4238	52.1	-101.27	0
"Swift Current SK"	"SK"	14683	50.3	-107.8	0
"Sydney Mines NS"	"NS"	15331	46.26	-60.25	0
"Sydney NS"	"NS"	32357	46.15	-60.17	0
"Sylvan Lake AB"	"AB"	11327	52.31	-114.1	0
"Taber AB"	"AB"	8259	49.78	-112.15	0
"Tavistock ON"	"ON"	2688	43.32	-80.83	0
"Teeswater ON"	"ON"	1186	43.98	-81.28	0
"Temiscaming QC"	"QC"	1861	46.72	-79.08	0
"Terrace Bay ON"	"ON"	2086	48.78	-87.1	0
"Terrace BC"	"BC"	20203	54.52	-128.61	0
"Thamesford ON"	"ON"	1870	43.07	-80.99	0
"The Pas MB"	"MB"	6057	53.82	-101.26	0
"Thessalon ON"	"ON"	1483	46.25	-83.55	0
"Thetford Mines QC"	"QC"	22085	46.1	-71.31	0
"Thompson MB"	"MB"	12261	55.74	-97.86	0
"Thornbury ON"	"ON"	1995	44.55	-80.45	0
"Three Hills AB"	"AB"	3087	51.7	-113.27	0
"Thunder Bay ON"	"ON"	98237	48.42	-89.28	0
"Thurso QC"	"QC"	2485	45.58	-75.23	0
"Tilbury ON"	"ON"	4919	42.25	-82.43	0
"Tilsonburg ON"	"ON"	15031	42.87	-80.73	0
"Timmins ON"	"ON"	33319	48.49	-81.35	0
"Tisdale SK"	"SK"	2815	52.82	-104.05	0
"Tofield AB"	"AB"	1934	53.37	-112.67	0
"Torbay NL"	"NL"	3029	47.65	-52.73	0
"Toronto ON"	"ON"	4670783	43.65	-79.38	2
"Tottenham ON"	"ON"	5166	44.02	-79.8	0
"Tracadie-Sheila NB"	"NB"	2410	47.5	-64.92	0
"Trail BC"	"BC"	9878	49.1	-117.73	0
"Trois-Pistoles QC"	"QC"	3708	48.12	-69.17	0
"Trois-Rivieres QC"	"QC"	120118	46.35	-72.57	0
"Truro NS"	"NS"	20458	45.36	-63.28	0
"Tuktoyaktuk NT"	"NT"	980	69.42	-133.01	0
"Tumbler Ridge BC"	"BC"	1845	55.13	-121	0
"Tununirusiq NU"	"NU"	865	73.04	-85.2	0
"Tweed ON"	"ON"	1646	44.47	-77.3	0
"Two Hills AB"	"AB"	1161	53.72	-111.75	0
"Ucluelet BC"	"BC"	1567	48.93	-125.52	0
"Unity SK"	"SK"	2061	52.43	-109.17	0
"Uxbridge ON"	"ON"	9135	44.1	-79.12	0
"Valcourt QC"	"QC"	2459	45.48	-72.32	0
"Val-David QC"	"QC"	1215	46.03	-74.2	0
"Val-d'Or QC"	"QC"	25479	48.11	-77.79	0
"Vallee-Jonction QC"	"QC"	1220	46.37	-70.92	0
"Valley East ON"	"ON"	16818	46.64	-81.01	0
"Valleyview AB"	"AB"	1974	55.07	-117.28	0
"Vancouver BC"	"BC"	1839314	49.28	-123.13	0
"Vanderhoof BC"	"BC"	1464	54.02	-124.02	0
"Vankleek Hill ON"	"ON"	2163	45.52	-74.65	0
"Vegreville AB"	"AB"	5744	53.5	-112.05	0
"Vercheres QC"	"QC"	4044	45.77	-73.35	0
"Vermilion AB"	"AB"	4200	53.35	-110.85	0
"Vernon BC"	"BC"	49307	50.27	-119.28	0
"Victoria BC"	"BC"	289837	48.43	-123.37	2
"Victoriaville QC"	"QC"	34040	46.06	-71.96	0
"Viking AB"	"AB"	1119	53.08	-111.78	0
"Ville-Marie QC"	"QC"	2841	47.33	-79.43	0
"Vineland ON"	"ON"	2613	43.16	-79.49	0
"Virden MB"	"MB"	3268	49.85	-100.93	0
"Vulcan AB"	"AB"	1874	50.4	-113.25	0
"Wabana NL"	"NL"	2290	47.64	-52.98	0
"Wadena SK"	"SK"	1298	51.95	-103.8	0
"Wainwright AB"	"AB"	5443	52.83	-110.87	0
"Walkerton ON"	"ON"	5316	44.13	-81.15	0
"Wallaceburg ON"	"ON"	10571	42.59	-82.39	0
"Walnut Grove BC"	"BC"	21522	49.19	-122.62	0
"Warman SK"	"SK"	3199	52.32	-106.57	0
"Warwick QC"	"QC"	3352	45.95	-71.98	0
"Wasaga Beach ON"	"ON"	7663	44.53	-79.99	0
"Waterford ON"	"ON"	3071	42.93	-80.28	0
"Waterloo QC"	"QC"	4078	45.35	-72.52	0
"Watford ON"	"ON"	1738	42.95	-81.88	0
"Watrous SK"	"SK"	1661	51.67	-105.47	0
"Waverley NS"	"NS"	957	44.79	-63.61	0
"Wawa ON"	"ON"	3507	48	-84.78	0
"Weedon Centre QC"	"QC"	1210	45.7	-71.45	0
"Wellesley ON"	"ON"	1782	43.47	-80.76	0
"Wellington ON"	"ON"	2078	43.95	-77.35	0
"Wembley AB"	"AB"	1592	55.15	-119.15	0
"West Lorne ON"	"ON"	1560	42.6	-81.6	0
"Western Shore-Gold River NS"	"NS"	968	44.57	-64.34	0
"Westlock AB"	"AB"	5126	54.15	-113.87	0
"Wetaskiwin AB"	"AB"	11327	52.97	-113.38	0
"Weyburn SK"	"SK"	9325	49.67	-103.86	0
"Wheatley ON"	"ON"	2054	42.1	-82.45	0
"Whistler BC"	"BC"	11085	50.13	-122.97	0
"Whitchurch-Stouffville ON"	"ON"	11845	43.97	-79.25	0
"White City SK"	"SK"	1783	50.44	-104.35	0
"White Rock BC"	"BC"	66499	49.03	-122.83	0
"Whitecourt AB"	"AB"	8865	54.13	-115.68	0
"Whitehorse YT"	"YT"	20340	60.73	-135.05	2
"Wiarton ON"	"ON"	2513	44.73	-81.13	0
"Wikwemikong ON"	"ON"	1446	45.8	-81.71	0
"Wilkie SK"	"SK"	1178	52.42	-108.7	0
"Williams Lake BC"	"BC"	14484	52.13	-122.14	0
"Winchester ON"	"ON"	2596	45.1	-75.35	0
"Windsor NS"	"NS"	3828	44.98	-64.13	0
"Windsor ON"	"ON"	281545	42.3	-83.03	0
"Windsor QC"	"QC"	5428	45.58	-72	0
"Wingham ON"	"ON"	3086	43.88	-81.3	0
"Winkler MB"	"MB"	8348	49.18	-97.93	0
"Winnipeg MB"	"MB"	632857	49.88	-97.17	2
"Wolfville NS"	"NS"	3490	45.08	-64.37	0
"Wood Buffalo AB"	"AB"	41554	56.74	-111.43	0
"Woodstock NB"	"NB"	4991	46.15	-67.57	0
"Woodstock ON"	"ON"	34056	43.13	-80.76	0
"Wynyard SK"	"SK"	1763	51.77	-104.18	0
"Wyoming ON"	"ON"	2353	42.95	-82.12	0
"Yamachiche QC"	"QC"	1260	46.28	-72.83	0
"Yarmouth NS"	"NS"	7487	43.84	-66.12	0
"Yellowknife NT"	"NT"	15748	62.46	-114.36	2
"Yorkton SK"	"SK"	15171	51.21	-102.47	0
